id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
teocratico-sostenible-m-manto,manto,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Prenda amplia que se llevaba sobre la ropa.,Vestidura exterior que podía abrigar y cubrir casi todo el cuerpo.,"Capa usada en tiempos bíblicos, como la que Elías echó sobre Eliseo.",Ropa exterior cuyo gesto simbólico señaló la elección del sucesor de un profeta.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/8/elias-profetas-baal/
teocratico-sostenible-m-mensaje,mensaje,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Información que una persona comunica a otra.,Aviso que Jonás debía llevar a los habitantes de Nínive.,Contenido transmitido por un mensajero o profeta en nombre de quien lo envía.,Comunicación profética que puede incluir una advertencia y una oportunidad de arrepentirse.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/9/jonas/
teocratico-sostenible-m-miedo,miedo,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Sentimiento que aparece cuando creemos estar en peligro.,Temor que Gedeón logró dominar confiando en Jehová.,Reacción ante una amenaza que puede vencerse con fe y valor.,"Emoción provocada por el peligro, vencida por Gedeón gracias a su confianza en el apoyo divino.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/6/gedeon-madianitas/
teocratico-sostenible-m-milagro,milagro,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Hecho asombroso realizado gracias al poder de Dios.,"Suceso que supera la capacidad humana, como devolverle la vida a Lázaro.",Intervención sobrenatural que confirma la autoridad de quien actúa por Dios.,Manifestación extraordinaria de poder divino imposible de explicar por medios humanos ordinarios.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/12/jesus-resucita-lazaro/
teocratico-sostenible-m-misericordia,misericordia,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Bondad que mueve a ayudar y perdonar.,Compasión que Jehová mostró cuando Nínive cambió su conducta.,Actitud que evita aplicar un castigo merecido cuando hay arrepentimiento.,"Cualidad divina que combina ternura, paciencia y alivio para quien reconoce su error.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/9/jonas/
teocratico-sostenible-m-montana,montaña,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Elevación de tierra mucho más alta que una colina.,Lugar alto al que Moisés subió para recibir instrucciones de Jehová.,Gran accidente del terreno donde Israel presenció la entrega de la Ley.,Relieve natural identificado con el Sinaí en el establecimiento del pacto con Israel.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/5/moises-diez-mandamientos-becerro-oro/
teocratico-sostenible-m-modelo,modelo,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Ejemplo que puede observarse e imitarse.,Ejemplo perfecto que Cristo dejó para seguir sus pasos.,Ejemplo que puede observarse e imitarse; el pasaje citado muestra cómo se aplica.,"Ejemplo perfecto que Cristo dejó para seguir sus pasos, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-pedro/2/#v21
teocratico-sostenible-m-multitud,multitud,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Grupo formado por muchísimas personas.,Gran cantidad de gente que se reunía para escuchar a Jesús.,Conjunto numeroso al que Cristo enseñó verdades sobre la oración y el Reino.,Auditorio colectivo que aparece repetidamente como destinatario de la enseñanza pública de Jesús.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/12/jesus-ensena-orar/
teocratico-sostenible-m-modestia,modestia,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cualidad de reconocer los propios límites sin buscar importancia indebida.,Actitud humilde necesaria para andar con Dios.,Cualidad de reconocer los propios límites sin buscar importancia indebida; el pasaje citado muestra cómo se aplica.,"Actitud humilde necesaria para andar con Dios, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/miqueas/6/#v8
teocratico-sostenible-m-muerte,muerte,,M,empieza,teocratico,relato-biblico-infantil|sostenible,1,Estado de quien ya no tiene vida.,Condición de la que Jesús despertó a su amigo Lázaro.,Final de la vida que la resurrección puede revertir por poder divino.,Enemigo de la humanidad cuya derrota quedó anticipada en Betania.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/12/jesus-resucita-lazaro/
teocratico-sostenible-n-inmundo,inmundo,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Considerado impuro según las normas ceremoniales o morales de la Biblia.,Clasificación de animales que Israel no debía comer.,Considerado impuro según las normas ceremoniales o morales de la Biblia; el pasaje citado muestra cómo se aplica.,"Clasificación de animales que Israel no debía comer, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/levitico/11/#v4
teocratico-sostenible-n-inspiracion,inspiración,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Influencia de Dios que guio a los escritores de las Escrituras.,Origen divino atribuido a todas las Escrituras.,Influencia de Dios que guio a los escritores de las Escrituras; el pasaje citado muestra cómo se aplica.,"Origen divino atribuido a todas las Escrituras, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-timoteo/3/#v16
teocratico-sostenible-n-santuario,santuario,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Lugar apartado para la adoración y considerado sagrado.,Lugar sagrado construido para que Dios estuviera simbólicamente con Israel.,Lugar apartado para la adoración y considerado sagrado; el pasaje citado muestra cómo se aplica.,"Lugar sagrado construido para que Dios estuviera simbólicamente con Israel, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/25/#v8
teocratico-sostenible-n-evangelizador,evangelizador,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Persona que anuncia a otros buenas noticias de parte de Dios.,Persona que realiza la obra de anunciar buenas noticias.,Persona que anuncia a otros buenas noticias de parte de Dios; el pasaje citado muestra cómo se aplica.,"Persona que realiza la obra de anunciar buenas noticias, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-timoteo/4/#v5
teocratico-sostenible-n-uncion,unción,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Acción de derramar aceite sobre alguien como señal de nombramiento.,Acto con aceite que señaló el nombramiento de David.,Acción de derramar aceite sobre alguien como señal de nombramiento; el pasaje citado muestra cómo se aplica.,"Acto con aceite que señaló el nombramiento de David, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/16/#v13
teocratico-sostenible-n-nacion,nación,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Gran grupo de personas que forma un pueblo.,"Pueblo organizado, como Israel después de salir de Egipto.","Comunidad unida por gobierno, territorio e historia compartida.","Colectividad política que, en el caso de Israel, quedó constituida mediante un pacto con Jehová.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/mar-rojo-se-divide/
teocratico-sostenible-n-nacimiento,nacimiento,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Momento en que un bebé comienza su vida fuera de su madre.,"Llegada al mundo de Jesús, anunciada antes a María.",Comienzo de la vida humana que en el caso del Mesías cumplió promesas proféticas.,Acontecimiento por el que el Hijo de Dios entró en la familia humana como descendiente de David.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/11/angel-gabriel-visita-maria/
teocratico-sostenible-n-naufragio,naufragio,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Accidente en el que un barco se rompe o se hunde.,Desastre marítimo que Pablo y sus compañeros sobrevivieron camino a Roma.,Pérdida de una embarcación causada por una tormenta violenta.,Siniestro naval frente a Malta tras el cual se cumplió la garantía divina de que nadie moriría.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/14/apostol-pablo-naufragio-roma/
teocratico-sostenible-n-necesidad,necesidad,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Algo importante que hace falta.,Carencia que Jehová conoce incluso antes de que se la contemos.,"Falta de alimento, ropa u otra cosa indispensable para vivir.","Condición de insuficiencia que Jesús enseñó a presentar con confianza, no con ansiedad.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/12/jesus-ensena-orar/
teocratico-sostenible-n-negacion,negación,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Respuesta con la que alguien dice que algo no es verdad.,Acción de Pedro al afirmar tres veces que no conocía a Jesús.,Rechazo verbal de un hecho o de una relación que realmente existe.,"Desmentido motivado por temor que, en el caso del apóstol, fue seguido de arrepentimiento sincero.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/13/pedro-niega-jesus-tres-veces/
teocratico-sostenible-n-nombre,nombre,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Palabra que sirve para identificar a alguien.,"Designación personal por la que conocemos a una persona, como Jehová o Moisés.",Expresión que distingue a un individuo y puede representar su reputación.,Identidad verbal que Dios destacó al enviar a Moisés ante Israel y el faraón.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/moises/
teocratico-sostenible-n-nube,nube,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Grupo de gotitas que vemos flotando en el cielo.,Señal visible que Jehová usó para guiar a Israel durante el día.,Columna que marcaba el camino y separó al pueblo del ejército egipcio.,Manifestación atmosférica de la dirección y protección divinas durante el éxodo.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/mar-rojo-se-divide/
teocratico-sostenible-n-noche,noche,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,"Parte oscura del día, entre la tarde y la mañana.",Momento en que murió el primogénito de cada familia egipcia sin protección.,Periodo durante el cual se celebró la primera Pascua antes de salir de Egipto.,Marco temporal de la última plaga y de la liberación apresurada de Israel.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/egipto-plagas-1-2-3/
teocratico-sostenible-n-noticia,noticia,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Información sobre algo que ocurrió o va a ocurrir.,Anuncio que el ángel Gabriel llevó a María.,Comunicación de un hecho nuevo e importante para quien la recibe.,Revelación inesperada de que una virgen daría a luz al heredero prometido de David.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/11/angel-gabriel-visita-maria/
teocratico-sostenible-n-novia,novia,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Mujer que ha prometido casarse.,"Joven comprometida con un hombre, como María lo estaba con José.",Persona unida por un compromiso matrimonial antes de la boda.,Condición familiar de María cuando Gabriel le anunció la concepción milagrosa de Jesús.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/11/angel-gabriel-visita-maria/
teocratico-sostenible-n-pan,pan,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Alimento que suele hacerse con harina y agua.,Comida diaria que Jesús enseñó a pedir en oración.,Alimento básico usado como símbolo de las necesidades materiales cotidianas.,Sustento representativo incluido en la oración modelo junto con peticiones espirituales.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/12/jesus-ensena-orar/
teocratico-sostenible-n-penitencia,penitencia,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Arrepentimiento acompañado por el deseo de corregir una mala conducta.,Cambio arrepentido que lleva a abandonar los pecados.,Arrepentimiento acompañado por el deseo de corregir una mala conducta; el pasaje citado muestra cómo se aplica.,"Cambio arrepentido que lleva a abandonar los pecados, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/3/#v19
teocratico-sostenible-n-bondadoso,bondadoso,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Que trata a los demás con generosidad y consideración.,Trato tierno y compasivo recomendado entre cristianos.,Que trata a los demás con generosidad y consideración; el pasaje citado muestra cómo se aplica.,"Trato tierno y compasivo recomendado entre cristianos, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/efesios/4/#v32
teocratico-sostenible-n-anuncio,anuncio,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Mensaje comunicado para informar algo importante.,Noticia de origen divino comunicada por Gabriel.,Mensaje comunicado para informar algo importante; el pasaje citado muestra cómo se aplica.,"Noticia de origen divino comunicada por Gabriel, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/lucas/1/#v19
teocratico-sostenible-n-salomon,Salomón,,N,contiene,teocratico,relato-biblico-infantil|sostenible,1,Rey que le pidió sabiduría a Jehová.,Hijo de David conocido por juzgar con gran inteligencia.,Gobernante de Israel que construyó un magnífico templo para la adoración.,"Monarca davídico cuyo reinado destacó por sabiduría, prosperidad y construcción del templo.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/8/rey-salomon-templo/
teocratico-sostenible-nn-senor,Señor,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Forma respetuosa de hablarle a un hombre con autoridad.,Título que reconoce que alguien merece obediencia o respeto.,"Tratamiento aplicado en la Biblia a amos, gobernantes y también a Jesús.","Designación de autoridad que, según el contexto, traduce una relación de dominio o dignidad.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/12/jesus-ensena-orar/
teocratico-sostenible-nn-sueno,sueño,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Imágenes e ideas que aparecen mientras dormimos.,Experiencia nocturna mediante la que José recibió información importante.,Visión durante el descanso que a veces sirvió para transmitir un mensaje de Dios.,"Medio de revelación empleado en ciertos relatos, cuyo significado requería interpretación divina.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/jose/
teocratico-sostenible-nn-anadidura,añadidura,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Cosa que se agrega a otra para completarla o ampliarla.,Cosas necesarias que Dios agrega a quienes ponen primero el Reino.,Cosa que se agrega a otra para completarla o ampliarla; el pasaje citado muestra cómo se aplica.,"Cosas necesarias que Dios agrega a quienes ponen primero el Reino, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/6/#v33
teocratico-sostenible-nn-compania,compañía,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Presencia de alguien que está a nuestro lado.,Apoyo que Rut decidió darle a Noemí al acompañarla.,Relación que evita que una persona viaje o afronte dificultades sola.,Cercanía leal que la moabita mantuvo al abandonar su tierra junto a su suegra.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/6/rut-noemi/
teocratico-sostenible-nn-cenirse,ceñirse,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Ajustarse una prenda o prepararse firmemente para actuar.,Prepararse mentalmente para actuar y mantener buen juicio.,Ajustarse una prenda o prepararse firmemente para actuar; el pasaje citado muestra cómo se aplica.,"Prepararse mentalmente para actuar y mantener buen juicio, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-pedro/1/#v13
teocratico-sostenible-nn-desengano,desengaño,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Movimiento breve de un ojo que comunica una señal.,Resultado de descubrir la falsedad con la que alguien se había confundido.,Movimiento breve de un ojo que comunica una señal; el pasaje citado muestra cómo se aplica.,"Resultado de descubrir la falsedad con la que alguien se había confundido, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/proverbios/14/#v8
teocratico-sostenible-nn-nino,niño,niña,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Persona que todavía no ha llegado a ser adulta.,Ser humano que atraviesa los primeros años de vida.,"Menor que necesita alimento, protección y enseñanza de su familia.","Persona en etapa de desarrollo físico y mental, como lo fue Jesús al crecer en Nazaret.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/11/angel-gabriel-visita-maria/
teocratico-sostenible-nn-manana,mañana,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Parte del día que comienza cuando sale el sol.,Horas tempranas que siguen a la noche.,Momento en que las mujeres fueron a atender la tumba de Jesús.,Periodo inicial del día asociado en los Evangelios con el descubrimiento de la tumba vacía.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/13/resurreccion-jesus/
teocratico-sostenible-nn-dano,daño,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Dolor o perjuicio causado a alguien o algo.,"Resultado que producen la violencia, la crueldad o un accidente.","Lesión física, pérdida material o sufrimiento que afecta el bienestar.","Deterioro contrario al respeto por la vida, muy extendido en la sociedad anterior al Diluvio.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/2/arca-de-noe/
teocratico-sostenible-nn-ensenar,enseñar,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Ayudar a otra persona a comprender o aprender algo.,Ayudar a los discípulos a obedecer todo lo mandado por Jesús.,Ayudar a otra persona a comprender o aprender algo; el pasaje citado muestra cómo se aplica.,"Ayudar a los discípulos a obedecer todo lo mandado por Jesús, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/28/#v20
teocratico-sostenible-nn-leno,leño,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Trozo de madera grueso que puede usarse como combustible.,Pieza grande de madera usada para ilustrar una falta evidente propia.,Trozo de madera grueso que puede usarse como combustible; el pasaje citado muestra cómo se aplica.,"Pieza grande de madera usada para ilustrar una falta evidente propia, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/7/#v3
teocratico-sostenible-nn-dueno,dueño,dueña,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Persona a la que pertenece una cosa.,Quien tiene autoridad legítima sobre una propiedad.,Poseedor con derecho a usar y cuidar algo que es suyo.,"Titular de dominio; en sentido supremo, el Creador lo es de todo cuanto existe.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/1/dios-crea-adan-eva/
teocratico-sostenible-nn-carino,cariño,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Sentimiento tierno que nos mueve a tratar bien a alguien.,Afecto que se demuestra cuidando y acompañando.,"Amor cercano expresado mediante atención, palabras y acciones bondadosas.",Vínculo afectivo evidente en la lealtad práctica que Rut mostró hacia Noemí.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/6/rut-noemi/
teocratico-sostenible-nn-engano,engaño,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Acción de hacer creer algo que no es verdad.,Truco con el que una persona oculta la realidad para conseguir algo.,Conducta deshonesta basada en una apariencia o afirmación falsa.,Ardid mediante el cual Jacob se presentó ante Isaac como si fuera Esaú.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/3/jacob-esau-herencia/
teocratico-sostenible-nn-ninez,niñez,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Etapa de la vida que va desde el nacimiento hasta la adolescencia.,Etapa desde la que Timoteo conocía los santos escritos.,Etapa de la vida que va desde el nacimiento hasta la adolescencia; el pasaje citado muestra cómo se aplica.,"Etapa desde la que Timoteo conocía los santos escritos, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-timoteo/3/#v15
teocratico-sostenible-nn-bano,baño,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Acción de lavar el cuerpo con agua.,Lavado que Naamán tuvo que repetir siete veces en el Jordán.,Inmersión o limpieza corporal realizada para quitar suciedad.,Acto sencillo en el río que puso a prueba la humildad y obediencia del comandante sirio.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/9/naaman-leproso/
teocratico-sostenible-nn-lena,leña,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Madera cortada que se usa para encender fuego.,Palos secos colocados sobre un altar para que ardan.,Combustible vegetal que Elías preparó antes de pedir una respuesta de Jehová.,Material del sacrificio que quedó empapado y aun así fue consumido por fuego divino.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/8/elias-profetas-baal/
teocratico-sostenible-nn-vinedo,viñedo,,Ñ,contiene,teocratico,relato-biblico-infantil|sostenible,1,Terreno donde se cultivan plantas que dan uvas.,Campo plantado con vides cuidadas para producir fruto.,"Cultivo agrícola del que se obtienen uvas, pasas y vino.",Plantación de vides frecuente en la economía y las ilustraciones de las tierras bíblicas.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/8/acab-jezabel/
