id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
general-sostenible-gorra,gorra,,G,empieza,general,infantil|sostenible,1,Prenda para la cabeza que tiene una visera.,Tocado flexible provisto normalmente de visera.,Tocado flexible provisto normalmente de visera. Protege los ojos del sol sin cubrir toda la cara.,Protege los ojos del sol sin cubrir toda la cara.,Diccionario de la lengua española,https://dle.rae.es/gorra
general-sostenible-guante,guante,,G,empieza,general,infantil|sostenible,1,Prenda que cubre la mano y cada dedo.,Cubierta de la mano con espacio para los dedos.,Cubierta de la mano con espacio para los dedos. Abriga permite agarrar o protege durante ciertos trabajos.,Abriga permite agarrar o protege durante ciertos trabajos.,Diccionario de la lengua española,https://dle.rae.es/guante
general-sostenible-goma,goma,,G,empieza,general,infantil|sostenible,1,Material elástico usado para borrar o fabricar objetos.,Sustancia elástica natural o sintética.,Sustancia elástica natural o sintética. En el aula corrige lápiz y en ruedas amortigua golpes.,En el aula corrige lápiz y en ruedas amortigua golpes.,Diccionario de la lengua española,https://dle.rae.es/goma
general-sostenible-gol,gol,,G,empieza,general,infantil|sostenible,1,Punto conseguido cuando la pelota entra en el arco.,Tanto logrado al introducir la pelota en la meta.,Tanto logrado al introducir la pelota en la meta. Hace cambiar el marcador y estallar el festejo del público.,Hace cambiar el marcador y estallar el festejo del público.,Diccionario de la lengua española,https://dle.rae.es/gol
general-sostenible-gota,gota,,G,empieza,general,infantil|sostenible,1,Porción pequeña y redonda de un líquido.,Cantidad mínima de líquido con forma redondeada.,Cantidad mínima de líquido con forma redondeada. Puede colgar del grifo antes de caer.,Puede colgar del grifo antes de caer.,Diccionario de la lengua española,https://dle.rae.es/gota
general-sostenible-grillo,grillo,,G,empieza,general,infantil|sostenible,1,Insecto que salta y produce un sonido nocturno.,Insecto saltador cuyo macho produce un chirrido.,Insecto saltador cuyo macho produce un chirrido. Su canto suele escucharse durante noches templadas.,Su canto suele escucharse durante noches templadas.,Diccionario de la lengua española,https://dle.rae.es/grillo
general-sostenible-grua,grúa,,G,empieza,general,infantil|sostenible,1,Máquina alta que levanta y mueve objetos pesados.,Máquina equipada para elevar grandes cargas.,Máquina equipada para elevar grandes cargas. Domina las obras desde arriba y mueve materiales pesados.,Domina las obras desde arriba y mueve materiales pesados.,Diccionario de la lengua española,https://dle.rae.es/gr%C3%BAa
general-sostenible-granja,granja,,G,empieza,general,infantil|sostenible,1,Lugar donde se crían animales y cultivan alimentos.,Terreno con instalaciones para producción agropecuaria.,Terreno con instalaciones para producción agropecuaria. Allí conviven cultivos corrales y tareas rurales.,Allí conviven cultivos corrales y tareas rurales.,Diccionario de la lengua española,https://dle.rae.es/granja
general-sostenible-grupo,grupo,,G,empieza,general,infantil|sostenible,1,Conjunto de personas animales o cosas reunidas.,Pluralidad considerada como una unidad.,Pluralidad considerada como una unidad. Sus integrantes comparten espacio actividad o alguna característica.,Sus integrantes comparten espacio actividad o alguna característica.,Diccionario de la lengua española,https://dle.rae.es/grupo
general-sostenible-grifo,grifo,,G,empieza,general,infantil|sostenible,1,Llave que controla la salida del agua.,Dispositivo que abre o cierra el paso de agua.,Dispositivo que abre o cierra el paso de agua. Al girarlo llenamos un vaso o detenemos el chorro.,Al girarlo llenamos un vaso o detenemos el chorro.,Diccionario de la lengua española,https://dle.rae.es/grifo
general-sostenible-guiso,guiso,,G,empieza,general,infantil|sostenible,1,Comida cocinada lentamente con ingredientes y caldo.,Preparación cocida con salsa y varios ingredientes.,Preparación cocida con salsa y varios ingredientes. El fuego lento mezcla sus sabores en una sola olla.,El fuego lento mezcla sus sabores en una sola olla.,Diccionario de la lengua española,https://dle.rae.es/guiso
general-sostenible-gemelo,gemelo,,G,empieza,general,infantil|sostenible,1,Hermano nacido en el mismo parto que otro.,Cada hermano nacido del mismo embarazo.,Cada hermano nacido del mismo embarazo. Comparte nacimiento y a menudo gran parecido con otro.,Comparte nacimiento y a menudo gran parecido con otro.,Diccionario de la lengua española,https://dle.rae.es/gemelo
general-sostenible-gimnasia,gimnasia,,G,empieza,general,infantil|sostenible,1,Ejercicio que desarrolla fuerza equilibrio y flexibilidad.,Actividad física organizada mediante ejercicios corporales.,Actividad física organizada mediante ejercicios corporales. Combina fuerza equilibrio flexibilidad y coordinación.,Combina fuerza equilibrio flexibilidad y coordinación.,Diccionario de la lengua española,https://dle.rae.es/gimnasia
general-sostenible-genio,genio,,G,empieza,general,infantil|sostenible,1,Ser fantástico que concede deseos en algunos cuentos.,Persona de capacidad creadora extraordinaria.,Persona de capacidad creadora extraordinaria. Su talento excepcional transforma una disciplina o una época.,Su talento excepcional transforma una disciplina o una época.,Diccionario de la lengua española,https://dle.rae.es/genio
general-sostenible-gaviota,gaviota,,G,empieza,general,infantil|sostenible,1,Ave marina que vive cerca del agua.,Ave marina de plumaje claro y vuelo planeado.,Ave marina de plumaje claro y vuelo planeado. Sigue barcos y busca alimento entre olas y playas.,Sigue barcos y busca alimento entre olas y playas.,Diccionario de la lengua española,https://dle.rae.es/gaviota
general-sostenible-gaucho,gaucho,,G,empieza,general,infantil|sostenible,1,Jinete tradicional de las llanuras argentinas y uruguayas.,Jinete tradicional de las llanuras rioplatenses.,Jinete tradicional de las llanuras rioplatenses. El caballo el mate y la vida pampeana lo acompañan.,El caballo el mate y la vida pampeana lo acompañan.,Diccionario de la lengua española,https://dle.rae.es/gaucho
general-sostenible-guerra,guerra,,G,empieza,general,infantil|sostenible,1,Lucha armada entre países o grupos numerosos.,Conflicto armado entre pueblos o Estados.,Conflicto armado entre pueblos o Estados. Rompe la paz mediante ejércitos violencia y destrucción.,Rompe la paz mediante ejércitos violencia y destrucción.,Diccionario de la lengua española,https://dle.rae.es/guerra
general-sostenible-huevo,huevo,,H,empieza,general,infantil|sostenible,1,Cuerpo ovalado del que nacen muchas aves.,Cuerpo puesto por aves que contiene embrión y alimento.,Cuerpo puesto por aves que contiene embrión y alimento. Bajo la cáscara guarda clara y yema.,Bajo la cáscara guarda clara y yema.,Diccionario de la lengua española,https://dle.rae.es/huevo
general-sostenible-hormiga,hormiga,,H,empieza,general,infantil|sostenible,1,Insecto pequeño que vive en colonias organizadas.,Insecto social pequeño que vive en colonias.,Insecto social pequeño que vive en colonias. Transporta cargas sorprendentes siguiendo caminos con sus compañeras.,Transporta cargas sorprendentes siguiendo caminos con sus compañeras.,Diccionario de la lengua española,https://dle.rae.es/hormiga
general-sostenible-hoja,hoja,,H,empieza,general,infantil|sostenible,1,Parte verde y plana que crece en una planta.,Órgano plano de la planta que realiza fotosíntesis.,Órgano plano de la planta que realiza fotosíntesis. Suele ser verde y caer de árboles en otoño.,Suele ser verde y caer de árboles en otoño.,Diccionario de la lengua española,https://dle.rae.es/hoja
general-sostenible-hospital,hospital,,H,empieza,general,infantil|sostenible,1,Lugar donde profesionales cuidan personas enfermas.,Establecimiento destinado a atender enfermos y heridos.,Establecimiento destinado a atender enfermos y heridos. Médicos enfermeros y pacientes recorren sus salas.,Médicos enfermeros y pacientes recorren sus salas.,Diccionario de la lengua española,https://dle.rae.es/hospital
general-sostenible-hogar,hogar,,H,empieza,general,infantil|sostenible,1,Casa o lugar donde vive una familia.,Vivienda entendida como espacio familiar y afectivo.,Vivienda entendida como espacio familiar y afectivo. No es solo una casa sino donde alguien se siente acogido.,No es solo una casa sino donde alguien se siente acogido.,Diccionario de la lengua española,https://dle.rae.es/hogar
general-sostenible-humo,humo,,H,empieza,general,infantil|sostenible,1,Gas visible producido cuando algo se quema.,Mezcla visible de gases y partículas de combustión.,Mezcla visible de gases y partículas de combustión. Sube del fuego y puede anunciar peligro.,Sube del fuego y puede anunciar peligro.,Diccionario de la lengua española,https://dle.rae.es/humo
general-sostenible-huella,huella,,H,empieza,general,infantil|sostenible,1,Marca que deja un pie o pata al pisar.,Marca dejada por un cuerpo al apoyarse.,Marca dejada por un cuerpo al apoyarse. Permite saber quién pasó aunque ya se haya ido.,Permite saber quién pasó aunque ya se haya ido.,Diccionario de la lengua española,https://dle.rae.es/huella
general-sostenible-hueso,hueso,,H,empieza,general,infantil|sostenible,1,Pieza dura que forma parte del esqueleto.,Pieza rígida que forma el esqueleto vertebrado.,Pieza rígida que forma el esqueleto vertebrado. Sostiene el cuerpo y protege órganos desde el interior.,Sostiene el cuerpo y protege órganos desde el interior.,Diccionario de la lengua española,https://dle.rae.es/hueso
general-sostenible-hielo,hielo,,H,empieza,general,infantil|sostenible,1,Agua convertida en sólido por mucho frío.,Agua convertida en sólido por baja temperatura.,Agua convertida en sólido por baja temperatura. Flota en bebidas y se derrite con el calor.,Flota en bebidas y se derrite con el calor.,Diccionario de la lengua española,https://dle.rae.es/hielo
general-sostenible-hada,hada,,H,empieza,general,infantil|sostenible,1,Personaje fantástico con poderes mágicos de muchos cuentos.,Ser fantástico representado con poderes mágicos.,Ser fantástico representado con poderes mágicos. En los cuentos concede deseos y suele llevar varita.,En los cuentos concede deseos y suele llevar varita.,Diccionario de la lengua española,https://dle.rae.es/hada
general-sostenible-hacha,hacha,,H,empieza,general,infantil|sostenible,1,Herramienta con filo usada para cortar madera.,Herramienta de hoja metálica para cortar madera.,Herramienta de hoja metálica para cortar madera. Un golpe de su filo puede partir un tronco.,Un golpe de su filo puede partir un tronco.,Diccionario de la lengua española,https://dle.rae.es/hacha
general-sostenible-hermano,hermano,,H,empieza,general,infantil|sostenible,1,Persona que tiene los mismos padres que otra.,Persona que comparte padres con otra.,Persona que comparte padres con otra. Crece dentro de la misma familia como hijo o hija.,Crece dentro de la misma familia como hijo o hija.,Diccionario de la lengua española,https://dle.rae.es/hermano
general-sostenible-hombro,hombro,,H,empieza,general,infantil|sostenible,1,Parte donde el brazo se une al tronco.,Articulación donde el brazo se une al tronco.,Articulación donde el brazo se une al tronco. Sobre él puede apoyarse una mochila o una cabeza.,Sobre él puede apoyarse una mochila o una cabeza.,Diccionario de la lengua española,https://dle.rae.es/hombro
general-sostenible-hotel,hotel,,H,empieza,general,infantil|sostenible,1,Edificio con habitaciones para alojar viajeros.,Establecimiento que ofrece alojamiento temporal.,Establecimiento que ofrece alojamiento temporal. El viajero reserva allí una habitación lejos de casa.,El viajero reserva allí una habitación lejos de casa.,Diccionario de la lengua española,https://dle.rae.es/hotel
general-sostenible-hormiguero,hormiguero,,H,empieza,general,infantil|sostenible,1,Lugar donde vive una colonia de pequeños insectos.,Nido subterráneo o construido por hormigas.,Nido subterráneo o construido por hormigas. Galerías y cámaras esconden una colonia muy organizada.,Galerías y cámaras esconden una colonia muy organizada.,Diccionario de la lengua española,https://dle.rae.es/hormiguero
general-sostenible-huerta,huerta,,H,empieza,general,infantil|sostenible,1,Terreno donde se cultivan verduras y frutas.,Terreno pequeño dedicado a verduras y hortalizas.,Terreno pequeño dedicado a verduras y hortalizas. De sus surcos llegan tomates lechugas y otros alimentos.,De sus surcos llegan tomates lechugas y otros alimentos.,Diccionario de la lengua española,https://dle.rae.es/huerta
general-sostenible-helicoptero,helicóptero,,H,empieza,general,infantil|sostenible,1,Aeronave con aspas que puede elevarse verticalmente.,Aeronave sostenida por grandes rotores.,Aeronave sostenida por grandes rotores. Puede despegar verticalmente sin necesitar una pista larga.,Puede despegar verticalmente sin necesitar una pista larga.,Diccionario de la lengua española,https://dle.rae.es/helic%C3%B3ptero
general-sostenible-heroe,héroe,,H,empieza,general,infantil|sostenible,1,Personaje admirado por realizar acciones valientes.,Persona admirada por una acción valiente.,Persona admirada por una acción valiente. Se arriesga para ayudar cuando otros están en peligro.,Se arriesga para ayudar cuando otros están en peligro.,Diccionario de la lengua española,https://dle.rae.es/h%C3%A9roe
general-sostenible-hamster,hámster,,H,empieza,general,infantil|sostenible,1,Roedor pequeño y peludo criado como mascota.,Roedor pequeño criado frecuentemente como mascota.,Roedor pequeño criado frecuentemente como mascota. Guarda comida en las mejillas y corre en una rueda.,Guarda comida en las mejillas y corre en una rueda.,Diccionario de la lengua española,https://dle.rae.es/h%C3%A1mster
general-sostenible-hoguera,hoguera,,H,empieza,general,infantil|sostenible,1,Fuego al aire libre hecho con trozos de madera.,Fuego grande encendido al aire libre.,Fuego grande encendido al aire libre. Reúne personas a su alrededor para calentarse o celebrar.,Reúne personas a su alrededor para calentarse o celebrar.,Diccionario de la lengua española,https://dle.rae.es/hoguera
general-sostenible-iguana,iguana,,I,empieza,general,infantil|sostenible,1,Reptil de cola larga que vive en zonas cálidas.,Reptil americano de cola larga y cresta dorsal.,Reptil americano de cola larga y cresta dorsal. Toma sol inmóvil entre ramas antes de desplazarse.,Toma sol inmóvil entre ramas antes de desplazarse.,Diccionario de la lengua española,https://dle.rae.es/iguana
general-sostenible-idea,idea,,I,empieza,general,infantil|sostenible,1,Pensamiento que aparece dentro de la mente.,Representación mental nacida del pensamiento.,Representación mental nacida del pensamiento. Puede convertirse en proyecto cuando alguien decide desarrollarla.,Puede convertirse en proyecto cuando alguien decide desarrollarla.,Diccionario de la lengua española,https://dle.rae.es/idea
general-sostenible-imagen,imagen,,I,empieza,general,infantil|sostenible,1,Representación visible de una persona lugar o cosa.,Representación visual de algo real o imaginado.,Representación visual de algo real o imaginado. Un espejo una cámara o la mente pueden producirla.,Un espejo una cámara o la mente pueden producirla.,Diccionario de la lengua española,https://dle.rae.es/imagen
general-sostenible-impermeable,impermeable,,I,empieza,general,infantil|sostenible,1,Prenda que impide que la lluvia moje la ropa.,Prenda o material que no deja pasar agua.,Prenda o material que no deja pasar agua. Resulta útil cuando llueve y queremos seguir secos.,Resulta útil cuando llueve y queremos seguir secos.,Diccionario de la lengua española,https://dle.rae.es/impermeable
general-sostenible-inicio,inicio,,I,empieza,general,infantil|sostenible,1,Primera parte o momento en que comienza algo.,Primer momento o parte de una acción.,Primer momento o parte de una acción. Todo recorrido lo tiene antes de avanzar hacia el final.,Todo recorrido lo tiene antes de avanzar hacia el final.,Diccionario de la lengua española,https://dle.rae.es/inicio
general-sostenible-invitado,invitado,,I,empieza,general,infantil|sostenible,1,Persona llamada para asistir a una reunión.,Persona llamada a participar en una reunión.,Persona llamada a participar en una reunión. Llega porque alguien le ofreció asistir.,Llega porque alguien le ofreció asistir.,Diccionario de la lengua española,https://dle.rae.es/invitado
general-sostenible-invento,invento,,I,empieza,general,infantil|sostenible,1,Objeto nuevo creado para resolver una necesidad.,Creación nueva que resuelve o satisface algo.,Creación nueva que resuelve o satisface algo. Antes de existir fue una ocurrencia puesta a prueba.,Antes de existir fue una ocurrencia puesta a prueba.,Diccionario de la lengua española,https://dle.rae.es/invento
general-sostenible-internet,internet,,I,empieza,general,infantil|sostenible,1,Red mundial que conecta computadoras y comparte información.,Red mundial que conecta dispositivos e información.,Red mundial que conecta dispositivos e información. Acerca páginas mensajes y videos mediante conexiones digitales.,Acerca páginas mensajes y videos mediante conexiones digitales.,Diccionario de la lengua española,https://dle.rae.es/internet
general-sostenible-informacion,información,,I,empieza,general,infantil|sostenible,1,Datos que permiten conocer o explicar algo.,Conjunto de datos que amplía el conocimiento.,Conjunto de datos que amplía el conocimiento. Reduce la incertidumbre al responder preguntas sobre algo.,Reduce la incertidumbre al responder preguntas sobre algo.,Diccionario de la lengua española,https://dle.rae.es/informaci%C3%B3n
general-sostenible-izquierda,izquierda,,I,empieza,general,infantil|sostenible,1,Lado contrario al usado normalmente para escribir.,Lado opuesto a la derecha.,Lado opuesto a la derecha. Al mirar al norte queda hacia donde se pone el sol.,Al mirar al norte queda hacia donde se pone el sol.,Diccionario de la lengua española,https://dle.rae.es/izquierda
general-sostenible-igualdad,igualdad,,I,empieza,general,infantil|sostenible,1,Situación donde todas las personas reciben el mismo trato.,Condición de tener el mismo valor o trato.,Condición de tener el mismo valor o trato. Rechaza privilegios injustos y reconoce derechos compartidos.,Rechaza privilegios injustos y reconoce derechos compartidos.,Diccionario de la lengua española,https://dle.rae.es/igualdad
general-sostenible-ilusion,ilusión,,I,empieza,general,infantil|sostenible,1,Esperanza alegre de que ocurra algo deseado.,Esperanza alegre de que algo deseado ocurra.,Esperanza alegre de que algo deseado ocurra. Hace imaginar con entusiasmo un futuro todavía posible.,Hace imaginar con entusiasmo un futuro todavía posible.,Diccionario de la lengua española,https://dle.rae.es/ilusi%C3%B3n
general-sostenible-imitacion,imitación,,I,empieza,general,infantil|sostenible,1,Copia que reproduce el aspecto o sonido de algo.,Acción de reproducir rasgos de un modelo.,Acción de reproducir rasgos de un modelo. Busca parecerse al original mediante gestos sonidos o formas.,Busca parecerse al original mediante gestos sonidos o formas.,Diccionario de la lengua española,https://dle.rae.es/imitaci%C3%B3n
general-sostenible-impulso,impulso,,I,empieza,general,infantil|sostenible,1,Fuerza que hace avanzar o mover un objeto.,Fuerza que pone algo en movimiento.,Fuerza que pone algo en movimiento. Un empujón lo proporciona al objeto que estaba quieto.,Un empujón lo proporciona al objeto que estaba quieto.,Diccionario de la lengua española,https://dle.rae.es/impulso
general-sostenible-infancia,infancia,,I,empieza,general,infantil|sostenible,1,Etapa desde el nacimiento hasta la adolescencia.,Etapa humana comprendida entre nacimiento y adolescencia.,Etapa humana comprendida entre nacimiento y adolescencia. Juegos aprendizaje y crecimiento ocupan esos primeros años.,Juegos aprendizaje y crecimiento ocupan esos primeros años.,Diccionario de la lengua española,https://dle.rae.es/infancia
general-sostenible-ingrediente,ingrediente,,I,empieza,general,infantil|sostenible,1,Cada alimento usado para preparar una comida.,Sustancia que forma parte de una preparación.,Sustancia que forma parte de una preparación. La receta indica cuánto añadir y en qué momento.,La receta indica cuánto añadir y en qué momento.,Diccionario de la lengua española,https://dle.rae.es/ingrediente
general-sostenible-imaginacion,imaginación,,I,empieza,general,infantil|sostenible,1,Capacidad de crear historias e imágenes mentales.,Facultad de crear escenas sin tenerlas delante.,Facultad de crear escenas sin tenerlas delante. Construye mundos posibles con materiales de la mente.,Construye mundos posibles con materiales de la mente.,Diccionario de la lengua española,https://dle.rae.es/imaginaci%C3%B3n
general-sostenible-invisible,invisible,,I,empieza,general,infantil|sostenible,1,Que no puede ser visto con los ojos.,Que no puede percibirse mediante la vista.,Que no puede percibirse mediante la vista. Está presente aunque los ojos no logren encontrarlo.,Está presente aunque los ojos no logren encontrarlo.,Diccionario de la lengua española,https://dle.rae.es/invisible
general-sostenible-interior,interior,,I,empieza,general,infantil|sostenible,1,Parte de adentro de una cosa o lugar.,Parte situada dentro de límites o superficies.,Parte situada dentro de límites o superficies. Para alcanzarla hay que pasar desde afuera hacia adentro.,Para alcanzarla hay que pasar desde afuera hacia adentro.,Diccionario de la lengua española,https://dle.rae.es/interior
general-sostenible-iglu,iglú,,I,empieza,general,infantil|sostenible,1,Casa de nieve que tiene forma redondeada.,Refugio abovedado construido tradicionalmente con nieve.,Refugio abovedado construido tradicionalmente con nieve. Sus bloques aíslan del viento en regiones heladas.,Sus bloques aíslan del viento en regiones heladas.,Diccionario de la lengua española,https://dle.rae.es/igl%C3%BA
general-sostenible-jamon,jamón,,J,empieza,general,infantil|sostenible,1,Carne preparada obtenida de la pata del cerdo.,Carne curada obtenida de la pata del cerdo.,Carne curada obtenida de la pata del cerdo. Se sirve en lonchas finas y puede ser crudo o cocido.,Se sirve en lonchas finas y puede ser crudo o cocido.,Diccionario de la lengua española,https://dle.rae.es/jam%C3%B3n
general-sostenible-jarra,jarra,,J,empieza,general,infantil|sostenible,1,Recipiente con asa usado para servir líquidos.,Recipiente con asa y pico para servir líquidos.,Recipiente con asa y pico para servir líquidos. Pasa el agua a los vasos sin derramarla.,Pasa el agua a los vasos sin derramarla.,Diccionario de la lengua española,https://dle.rae.es/jarra
general-sostenible-jefe,jefe,,J,empieza,general,infantil|sostenible,1,Persona que coordina las tareas de un equipo.,Quien tiene autoridad para organizar el trabajo de otros.,Persona que dirige el trabajo de otras. Organiza tareas toma decisiones y responde por un equipo.,Organiza tareas toma decisiones y responde por un equipo.,Diccionario de la lengua española,https://dle.rae.es/jefe
