id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
general-sostenible-acordeon,acordeón,,A,empieza,general,infantil|sostenible,1,Instrumento musical que se abre y se cierra al tocarlo.,Instrumento con teclas y fuelle que se sostiene entre las manos.,Instrumento portátil que produce sonido al empujar aire por lengüetas metálicas.,Su cuerpo plegado respira mientras acompaña tangos y músicas populares.,Diccionario de la lengua española,https://dle.rae.es/acordeón
general-sostenible-aguja,aguja,,A,empieza,general,infantil|sostenible,1,Varita fina con punta que sirve para coser.,Pieza metálica puntiaguda con un ojo para pasar hilo.,Utensilio delgado que une telas mediante puntadas.,Entra y sale de la tela llevando detrás una hebra.,Diccionario de la lengua española,https://dle.rae.es/aguja
general-sostenible-abanico,abanico,,A,empieza,general,infantil|sostenible,1,Objeto que movemos con la mano para darnos aire.,Utensilio plegable que sirve para refrescarse.,Conjunto de varillas unidas y cubiertas de tela o papel que se despliega.,Cerrado parece una vara y abierto crea una pequeña brisa personal.,Diccionario de la lengua española,https://dle.rae.es/abanico
general-sostenible-aceituna,aceituna,,A,empieza,general,infantil|sostenible,1,Fruto pequeño verde o negro del que sale aceite.,Fruto del olivo que se come preparado y produce aceite.,Drupa carnosa con hueso central muy importante en la cocina mediterránea.,Tras pasar por salmuera puede acompañar una picada.,Diccionario de la lengua española,https://dle.rae.es/aceituna
general-sostenible-ajedrez,ajedrez,,A,empieza,general,infantil|sostenible,1,Juego de tablero con reyes reinas y peones.,Juego para dos personas en un tablero de casillas blancas y negras.,Competencia de estrategia donde cada tipo de pieza tiene movimientos propios.,Una amenaza al rey puede terminar anunciándose con la palabra mate.,Diccionario de la lengua española,https://dle.rae.es/ajedrez
general-sostenible-algodon,algodón,,A,empieza,general,infantil|sostenible,1,Material blanco y suave usado en ropa y curaciones.,Fibra vegetal que rodea las semillas de una planta.,Materia textil natural que se hila para fabricar telas absorbentes.,Parece una nube en la planta antes de convertirse en una camiseta.,Diccionario de la lengua española,https://dle.rae.es/algodón
general-sostenible-antena,antena,,A,empieza,general,infantil|sostenible,1,Barra que recibe señales de radio o televisión.,Dispositivo que transmite o capta ondas electromagnéticas.,Elemento de comunicación que convierte señales eléctricas en ondas y al revés.,Puede alzarse sobre un techo para capturar mensajes invisibles que viajan por el aire.,Diccionario de la lengua española,https://dle.rae.es/antena
general-sostenible-astronauta,astronauta,,A,empieza,general,infantil|sostenible,1,Persona que viaja al espacio.,Tripulante entrenado para viajar en una nave espacial.,Profesional preparado para vivir y trabajar fuera de la atmósfera terrestre.,Necesita traje especial cuando abandona la protección de su nave.,Diccionario de la lengua española,https://dle.rae.es/astronauta
general-sostenible-aula,aula,,A,empieza,general,infantil|sostenible,1,Sala de la escuela donde aprendemos con la maestra.,Habitación destinada a dar clases.,Espacio educativo con pupitres y recursos para enseñar y aprender.,Allí una pregunta puede abrir una conversación para todo el curso.,Diccionario de la lengua española,https://dle.rae.es/aula
general-sostenible-autopista,autopista,,A,empieza,general,infantil|sostenible,1,Carretera ancha por donde viajan muchos autos.,Vía rápida con varios carriles y accesos controlados.,Carretera diseñada para circulación veloz sin cruces al mismo nivel.,Sus calzadas separadas permiten recorrer largas distancias sin semáforos.,Diccionario de la lengua española,https://dle.rae.es/autopista
general-sostenible-bicicleta,bicicleta,,B,empieza,general,infantil|sostenible,1,Vehículo de dos ruedas que se mueve con pedales.,Medio de transporte individual impulsado por las piernas.,Vehículo sin motor cuyo equilibrio se mantiene mientras avanza.,Convierte cada pedaleada en movimiento mediante una cadena.,Diccionario de la lengua española,https://dle.rae.es/bicicleta
general-sostenible-boton,botón,,B,empieza,general,infantil|sostenible,1,Pieza pequeña que cierra una camisa.,Objeto que se pasa por un ojal para sujetar una prenda.,Pieza redonda que también puede activar una función al presionarla.,Puede faltar en un abrigo o encender una máquina con un toque.,Diccionario de la lengua española,https://dle.rae.es/botón
general-sostenible-botella,botella,,B,empieza,general,infantil|sostenible,1,Recipiente con cuello para guardar bebidas.,Vasija alargada usada para contener líquidos.,Envase de vidrio o plástico con boca estrecha y tapón.,Viaja llena en la mochila y regresa vacía después del paseo.,Diccionario de la lengua española,https://dle.rae.es/botella
general-sostenible-bosque,bosque,,B,empieza,general,infantil|sostenible,1,Lugar con muchos árboles juntos.,Terreno poblado principalmente por árboles y arbustos.,Ecosistema donde plantas animales hongos y suelo forman una comunidad.,Bajo su techo de hojas la luz llega partida y el aire conserva humedad.,Diccionario de la lengua española,https://dle.rae.es/bosque
general-sostenible-bombero,bombero,,B,empieza,general,infantil|sostenible,1,Persona que apaga incendios y ayuda en rescates.,Profesional preparado para combatir el fuego.,Miembro de un servicio de emergencia que interviene en incendios accidentes y salvamentos.,Cuando suena la alarma sale con casco manguera y equipo protector.,Diccionario de la lengua española,https://dle.rae.es/bombero
general-sostenible-bufanda,bufanda,,B,empieza,general,infantil|sostenible,1,Tira de tela que abriga el cuello.,Prenda larga que se enrolla alrededor del cuello.,Accesorio de lana u otro tejido usado contra el frío.,En invierno da varias vueltas antes de esconder sus extremos bajo el abrigo.,Diccionario de la lengua española,https://dle.rae.es/bufanda
general-sostenible-buho,búho,,B,empieza,general,infantil|sostenible,1,Ave nocturna de ojos grandes.,Ave rapaz que caza de noche y tiene grandes ojos frontales.,Pájaro de vuelo silencioso con oído muy sensible y penachos en algunas especies.,Mientras el bosque duerme gira mucho la cabeza para localizar presas.,Diccionario de la lengua española,https://dle.rae.es/búho
general-sostenible-bateria,batería,,B,empieza,general,infantil|sostenible,1,Conjunto de tambores y platos que toca un músico.,Instrumento de percusión formado por varios tambores y platillos.,Conjunto musical que se ejecuta con baquetas y coordina ritmos usando manos y pies.,Suele marcar el pulso de una banda desde el fondo del escenario.,Diccionario de la lengua española,https://dle.rae.es/batería
general-sostenible-banco,banco,,B,empieza,general,infantil|sostenible,1,Asiento largo donde pueden sentarse varias personas.,Mueble alargado con o sin respaldo para sentarse.,Asiento común en plazas que ofrece descanso a más de una persona.,Espera bajo los árboles a caminantes cansados y lectores tranquilos.,Diccionario de la lengua española,https://dle.rae.es/banco
general-sostenible-bandeja,bandeja,,B,empieza,general,infantil|sostenible,1,Pieza plana que sirve para llevar platos y vasos.,Recipiente ancho y poco profundo usado para servir cosas.,Superficie con bordes que permite transportar varios objetos a la vez.,Equilibra tazas y comida durante el viaje de la cocina a la mesa.,Diccionario de la lengua española,https://dle.rae.es/bandeja
general-sostenible-babero,babero,,B,empieza,general,infantil|sostenible,1,Prenda que protege la ropa de un bebé al comer.,Tela que se coloca bajo el cuello para evitar manchas de comida.,Pieza infantil absorbente que cubre el pecho durante las comidas.,Recibe las cucharadas que no llegan a la boca y mantiene limpia la camiseta.,Diccionario de la lengua española,https://dle.rae.es/babero
general-sostenible-baston,bastón,,B,empieza,general,infantil|sostenible,1,Palo que ayuda a caminar.,Vara que una persona usa como apoyo al andar.,Objeto alargado con empuñadura que mejora el equilibrio y la seguridad al caminar.,Acompaña cada paso y descarga parte del peso sobre el suelo.,Diccionario de la lengua española,https://dle.rae.es/bastón
general-sostenible-bigote,bigote,,B,empieza,general,infantil|sostenible,1,Pelo que crece encima del labio.,Conjunto de pelos entre la nariz y la boca.,Vello facial que algunas personas recortan o dejan crecer como adorno.,Puede dibujar dos puntas sobre la sonrisa.,Diccionario de la lengua española,https://dle.rae.es/bigote
general-sostenible-billetera,billetera,,B,empieza,general,infantil|sostenible,1,Objeto pequeño donde guardamos dinero y tarjetas.,Cartera de bolsillo destinada a llevar billetes.,Estuche plegable con compartimentos para efectivo documentos y tarjetas.,Se abre al pagar y suele esconderse en un bolsillo o bolso.,Diccionario de la lengua española,https://dle.rae.es/billetera
general-sostenible-bizcocho,bizcocho,,B,empieza,general,infantil|sostenible,1,Torta suave hecha con harina huevos y azúcar.,Masa dulce y esponjosa cocida al horno.,Preparación de repostería cuya miga aireada sirve como base de muchas tortas.,Crece con el calor del horno y perfuma la cocina antes de la merienda.,Diccionario de la lengua española,https://dle.rae.es/bizcocho
general-sostenible-bloque,bloque,,B,empieza,general,infantil|sostenible,1,Pieza sólida que puede usarse para construir.,Trozo grande y compacto de un material.,Elemento de forma regular que se apila para levantar estructuras.,Una unidad sencilla que al juntarse con muchas otras puede formar una pared.,Diccionario de la lengua española,https://dle.rae.es/bloque
general-sostenible-bocina,bocina,,B,empieza,general,infantil|sostenible,1,Aparato que hace sonar un vehículo.,Dispositivo que emite una señal sonora fuerte.,Instrumento acústico usado para advertir presencia o peligro en el tránsito.,Con una presión convierte una intención urgente en un sonido que todos oyen.,Diccionario de la lengua española,https://dle.rae.es/bocina
general-sostenible-bolsillo,bolsillo,,B,empieza,general,infantil|sostenible,1,Bolsita cosida a la ropa para guardar cosas.,Compartimento de una prenda usado para llevar objetos pequeños.,Cavidad de tela integrada en pantalones chaquetas o mochilas.,Puede conservar una moneda olvidada hasta el próximo lavado.,Diccionario de la lengua española,https://dle.rae.es/bolsillo
general-sostenible-borrador,borrador,,B,empieza,general,infantil|sostenible,1,Objeto que quita marcas de lápiz.,Pieza de goma usada para borrar lo escrito.,Útil escolar que desprende el grafito del papel al frotarlo.,Corrige un error dejando pequeñas migas sobre la hoja.,Diccionario de la lengua española,https://dle.rae.es/borrador
general-sostenible-brocha,brocha,,B,empieza,general,infantil|sostenible,1,Pincel ancho usado para pintar paredes.,Utensilio de cerdas agrupadas para extender pintura.,Herramienta con mango que distribuye líquidos espesos sobre una superficie.,Se moja en el tarro y deja una franja de color en cada pasada.,Diccionario de la lengua española,https://dle.rae.es/brocha
general-sostenible-casa,casa,,C,empieza,general,infantil|sostenible,1,Edificio donde vive una familia.,Construcción destinada a ser vivienda.,Lugar habitable con habitaciones que protege a sus ocupantes.,Más que paredes y techo puede representar el sitio al que uno pertenece.,Diccionario de la lengua española,https://dle.rae.es/casa
general-sostenible-cama,cama,,C,empieza,general,infantil|sostenible,1,Mueble donde dormimos.,Mueble con colchón preparado para descansar acostado.,Lugar de descanso compuesto normalmente por una estructura ropa y almohada.,Nos recibe al terminar el día y queda tendida cada mañana.,Diccionario de la lengua española,https://dle.rae.es/cama
general-sostenible-camisa,camisa,,C,empieza,general,infantil|sostenible,1,Prenda con mangas y botones que cubre el cuerpo.,Ropa que cubre el torso y suele tener cuello y botones.,Prenda de tela abierta por delante que puede usarse dentro del pantalón.,Sus puños y cuello pueden asomar debajo de un saco.,Diccionario de la lengua española,https://dle.rae.es/camisa
general-sostenible-campana,campana,,C,empieza,general,infantil|sostenible,1,Objeto de metal que suena al moverse.,Instrumento hueco que produce sonido al golpearlo.,Pieza metálica en forma de copa cuyo badajo genera vibraciones sonoras.,Desde una torre puede anunciar una hora o reunir a la gente.,Diccionario de la lengua española,https://dle.rae.es/campana
general-sostenible-caracol,caracol,,C,empieza,general,infantil|sostenible,1,Animal lento que lleva una concha en la espalda.,Molusco que se desplaza arrastrándose y suele tener caparazón espiral.,Invertebrado de cuerpo blando que avanza sobre un pie musculoso dejando un rastro húmedo.,Su casa viaja con él mientras sus tentáculos exploran el camino.,Diccionario de la lengua española,https://dle.rae.es/caracol
general-sostenible-caramelo,caramelo,,C,empieza,general,infantil|sostenible,1,Golosina pequeña y dulce.,Dulce hecho principalmente con azúcar cocida.,Pieza de confitería dura o blanda que puede tener distintos sabores.,Se desenvuelve antes de desaparecer lentamente en la boca.,Diccionario de la lengua española,https://dle.rae.es/caramelo
general-sostenible-carpeta,carpeta,,C,empieza,general,infantil|sostenible,1,Objeto donde guardamos hojas y trabajos.,Cubierta que sirve para ordenar y proteger papeles.,Útil escolar o de oficina formado por tapas y a veces anillos o separadores.,Mantiene juntas las hojas de una materia para que ninguna se pierda.,Diccionario de la lengua española,https://dle.rae.es/carpeta
general-sostenible-castillo,castillo,,C,empieza,general,infantil|sostenible,1,Edificio antiguo con torres y murallas.,Fortaleza construida para defender un lugar.,Residencia fortificada con muros gruesos almenas y espacios protegidos.,Domina el paisaje desde lo alto y recuerda tiempos de reyes y asedios.,Diccionario de la lengua española,https://dle.rae.es/castillo
general-sostenible-cebolla,cebolla,,C,empieza,general,infantil|sostenible,1,Verdura de capas que puede hacernos llorar al cortarla.,Bulbo comestible de olor fuerte usado para cocinar.,Planta hortícola cuya parte subterránea se compone de capas carnosas.,Libera sustancias irritantes cuando el cuchillo rompe sus células.,Diccionario de la lengua española,https://dle.rae.es/cebolla
general-sostenible-cepillo,cepillo,,C,empieza,general,infantil|sostenible,1,Objeto con cerdas que sirve para limpiar o peinar.,Utensilio con púas o cerdas usado al frotar una superficie.,Herramienta manual que ordena el cabello o elimina suciedad según su diseño.,Sus muchas fibras trabajan juntas cada vez que la mano lo desliza.,Diccionario de la lengua española,https://dle.rae.es/cepillo
general-sostenible-cereza,cereza,,C,empieza,general,infantil|sostenible,1,Fruta pequeña roja con un carozo y un tallito.,Fruto redondo del cerezo con pulpa jugosa y hueso.,Drupa de piel brillante que suele crecer unida a un pedúnculo fino.,Puede coronar un postre como un pequeño punto rojo.,Diccionario de la lengua española,https://dle.rae.es/cereza
general-sostenible-chimenea,chimenea,,C,empieza,general,infantil|sostenible,1,Conducto por donde sale el humo de una casa.,Tubo que lleva al exterior los gases de un fuego.,Estructura vertical que permite evacuar humo y favorece el tiro de una combustión.,En el tejado revela con una columna gris que abajo hay calor encendido.,Diccionario de la lengua española,https://dle.rae.es/chimenea
general-sostenible-chocolate,chocolate,,C,empieza,general,infantil|sostenible,1,Dulce marrón hecho con cacao.,Alimento preparado con cacao y azúcar.,Producto de sabor intenso obtenido al mezclar derivados del cacao con otros ingredientes.,Puede presentarse en tableta o derretirse para cubrir un postre.,Diccionario de la lengua española,https://dle.rae.es/chocolate
general-sostenible-cinturon,cinturón,,C,empieza,general,infantil|sostenible,1,Tira que rodea la cintura y sujeta el pantalón.,Banda con hebilla que se ajusta alrededor de la cintura.,Accesorio flexible que ciñe una prenda y también puede adornarla.,Pasa por varias presillas antes de cerrarse sobre sí mismo.,Diccionario de la lengua española,https://dle.rae.es/cinturón
general-sostenible-clavo,clavo,,C,empieza,general,infantil|sostenible,1,Pieza de metal con punta que se golpea con martillo.,Varilla metálica puntiaguda usada para unir o colgar objetos.,Elemento de fijación con cabeza que penetra materiales mediante golpes.,La cabeza recibe el impacto para que la punta desaparezca en la madera.,Diccionario de la lengua española,https://dle.rae.es/clavo
general-sostenible-cocina,cocina,,C,empieza,general,infantil|sostenible,1,Lugar de la casa donde se prepara la comida.,Habitación equipada para cocinar alimentos.,Espacio doméstico con hornallas utensilios y superficies de preparación.,Allí los ingredientes cambian con calor antes de llegar a la mesa.,Diccionario de la lengua española,https://dle.rae.es/cocina
general-sostenible-cofre,cofre,,C,empieza,general,infantil|sostenible,1,Caja fuerte donde se guardan tesoros.,Caja resistente con tapa usada para guardar objetos valiosos.,Recipiente semejante a un arcón que puede cerrarse con llave.,En los cuentos espera cerrado hasta que alguien encuentra el tesoro.,Diccionario de la lengua española,https://dle.rae.es/cofre
general-sostenible-conejo,conejo,,C,empieza,general,infantil|sostenible,1,Animal de orejas largas que da saltos.,Mamífero pequeño con patas traseras fuertes y orejas largas.,Herbívoro que vive en madrigueras y se reproduce con rapidez.,Al notar peligro desaparece a saltos bajo tierra.,Diccionario de la lengua española,https://dle.rae.es/conejo
general-sostenible-corona,corona,,C,empieza,general,infantil|sostenible,1,Adorno que llevan reyes y reinas en la cabeza.,Aro ornamental que simboliza autoridad real.,Insignia circular de metal precioso que se coloca sobre la cabeza de un monarca.,Brilla por encima de quien ocupa el trono.,Diccionario de la lengua española,https://dle.rae.es/corona
general-sostenible-cubo,cubo,,C,empieza,general,infantil|sostenible,1,Cuerpo con seis caras cuadradas iguales.,Figura geométrica formada por seis cuadrados iguales.,Sólido regular con doce aristas y ocho vértices.,Un dado comparte su forma aunque lleve puntos en las caras.,Diccionario de la lengua española,https://dle.rae.es/cubo
general-sostenible-dama,dama,,D,empieza,general,infantil|sostenible,1,Mujer tratada con respeto o pieza fuerte del ajedrez.,Mujer distinguida y también pieza que se mueve libremente en ajedrez.,Nombre cortés para una mujer que además designa a la pieza más poderosa del tablero.,Junto al rey recorre filas columnas y diagonales sin límite de casillas.,Diccionario de la lengua española,https://dle.rae.es/dama
general-sostenible-delfin,delfín,,D,empieza,general,infantil|sostenible,1,Animal marino inteligente que salta fuera del agua.,Mamífero acuático de hocico alargado que vive en grupos.,Cetáceo sociable que respira aire y se orienta mediante sonidos.,Su aleta dorsal corta las olas antes de que vuelva a sumergirse.,Diccionario de la lengua española,https://dle.rae.es/delfín
general-sostenible-deporte,deporte,,D,empieza,general,infantil|sostenible,1,Actividad física con reglas que hacemos para jugar o competir.,Ejercicio practicado como juego entrenamiento o competición.,Actividad reglamentada que desarrolla habilidades físicas y puede enfrentar equipos.,Exige práctica y convierte el esfuerzo corporal en desafío o recreación.,Diccionario de la lengua española,https://dle.rae.es/deporte
general-sostenible-diario,diario,,D,empieza,general,infantil|sostenible,1,Cuaderno donde alguien escribe lo que le pasa cada día.,Libro personal usado para anotar experiencias cotidianas.,Registro privado y ordenado por fechas de pensamientos y acontecimientos.,Guarda en sus páginas una conversación escrita con el propio futuro.,Diccionario de la lengua española,https://dle.rae.es/diario
general-sostenible-diamante,diamante,,D,empieza,general,infantil|sostenible,1,Piedra preciosa muy dura y brillante.,Gema transparente formada por carbono cristalizado.,Mineral de gran dureza usado en joyería y herramientas de corte.,Nace bajo enorme presión y puede dispersar la luz en muchos destellos.,Diccionario de la lengua española,https://dle.rae.es/diamante
general-sostenible-diccionario,diccionario,,D,empieza,general,infantil|sostenible,1,Libro que explica qué significan las palabras.,Obra que reúne palabras y sus definiciones en cierto orden.,Repertorio de voces de una lengua que informa sobre significado uso o escritura.,Cuando una palabra resulta desconocida sus páginas ofrecen una respuesta.,Diccionario de la lengua española,https://dle.rae.es/diccionario
general-sostenible-dinero,dinero,,D,empieza,general,infantil|sostenible,1,Monedas y billetes que usamos para comprar.,Medio de pago aceptado para intercambiar bienes y servicios.,Instrumento económico que sirve como unidad de valor y reserva para transacciones.,Cambia de manos al pagar y permite comparar precios muy diferentes.,Diccionario de la lengua española,https://dle.rae.es/dinero
general-sostenible-disfraz,disfraz,,D,empieza,general,infantil|sostenible,1,Ropa especial para parecer otra persona o personaje.,Vestimenta usada para cambiar la apariencia y ocultar la identidad.,Conjunto de prendas y accesorios típico de fiestas representaciones o juegos.,Por unas horas transforma a quien lo usa sin cambiar quién es realmente.,Diccionario de la lengua española,https://dle.rae.es/disfraz
general-sostenible-dormitorio,dormitorio,,D,empieza,general,infantil|sostenible,1,Habitación de la casa donde está la cama.,Cuarto destinado principalmente a dormir.,Espacio privado de descanso que suele contener cama armario y mesa de noche.,Es la habitación que queda en silencio cuando llega la hora de acostarse.,Diccionario de la lengua española,https://dle.rae.es/dormitorio
general-sostenible-ducha,ducha,,D,empieza,general,infantil|sostenible,1,Agua que cae desde arriba para bañarnos.,Instalación que lanza agua en forma de lluvia para lavarse.,Baño realizado bajo un chorro distribuido por una pieza perforada.,Con solo abrir una llave convierte el agua en lluvia dentro del baño.,Diccionario de la lengua española,https://dle.rae.es/ducha
general-sostenible-duende,duende,,D,empieza,general,infantil|sostenible,1,Personaje pequeño y mágico de muchos cuentos.,Ser fantástico parecido a una persona diminuta.,Criatura imaginaria del folclore asociada con casas bosques y travesuras.,En las historias aparece sin aviso y deja señales de alguna travesura.,Diccionario de la lengua española,https://dle.rae.es/duende
general-sostenible-dulce,dulce,,D,empieza,general,infantil|sostenible,1,Alimento con sabor parecido al azúcar.,Comida o sabor agradable producido normalmente por azúcar.,Preparación azucarada que suele servirse como golosina o postre.,Es el gusto que domina una cucharada de miel.,Diccionario de la lengua española,https://dle.rae.es/dulce
general-sostenible-dentista,dentista,,D,empieza,general,infantil|sostenible,1,Profesional que cuida y cura los dientes.,Especialista en la salud de la boca y la dentadura.,Profesional que previene diagnostica y trata problemas dentales.,Con espejo pequeño revisa lugares de la boca que uno casi nunca ve.,Diccionario de la lengua española,https://dle.rae.es/dentista
general-sostenible-dedo,dedo,,D,empieza,general,infantil|sostenible,1,Cada una de las partes largas de manos y pies.,Extremidad articulada situada al final de una mano o un pie.,Parte móvil que permite agarrar señalar tocar y realizar movimientos precisos.,Deja una huella única al presionar su yema sobre una superficie.,Diccionario de la lengua española,https://dle.rae.es/dedo
general-sostenible-dragon,dragón,,D,empieza,general,infantil|sostenible,1,Animal fantástico enorme que suele echar fuego.,Criatura legendaria parecida a un gran reptil alado.,Ser mitológico representado con escamas garras y en ocasiones aliento ardiente.,En muchos relatos custodia tesoros hasta que llega un héroe.,Diccionario de la lengua española,https://dle.rae.es/dragón
general-sostenible-docena,docena,,D,empieza,general,infantil|sostenible,1,Grupo formado por doce cosas.,Conjunto que contiene exactamente doce unidades.,Cantidad tradicional usada para contar productos como huevos o facturas.,Dos de estos grupos reúnen veinticuatro elementos.,Diccionario de la lengua española,https://dle.rae.es/docena
general-sostenible-documento,documento,,D,empieza,general,infantil|sostenible,1,Papel o archivo que guarda información importante.,Escrito que prueba o comunica algún dato.,Registro físico o digital con información que puede tener valor oficial.,Una firma puede convertirlo en constancia de un acuerdo.,Diccionario de la lengua española,https://dle.rae.es/documento
general-sostenible-dromedario,dromedario,,D,empieza,general,infantil|sostenible,1,Animal del desierto parecido al camello y con una joroba.,Mamífero alto de cuello largo que tiene una sola joroba.,Camélido adaptado a zonas secas capaz de recorrer largas distancias.,Sus pestañas y anchas patas le ayudan a atravesar paisajes arenosos.,Diccionario de la lengua española,https://dle.rae.es/dromedario
general-sostenible-deposito,depósito,,D,empieza,general,infantil|sostenible,1,Lugar o recipiente donde se guardan cosas.,Espacio destinado a almacenar productos o materiales.,Recinto o contenedor donde se reúnen reservas hasta que sean necesarias.,Antes de llegar a una tienda muchas mercaderías esperan allí ordenadas.,Diccionario de la lengua española,https://dle.rae.es/depósito
general-sostenible-despertador,despertador,,D,empieza,general,infantil|sostenible,1,Reloj que suena para ayudarnos a levantarnos.,Aparato programado para avisar a una hora determinada.,Reloj con alarma diseñado para interrumpir el sueño.,Cada mañana rompe el silencio justo cuando termina el tiempo de dormir.,Diccionario de la lengua española,https://dle.rae.es/despertador
general-sostenible-escalera,escalera,,E,empieza,general,infantil|sostenible,1,Conjunto de escalones para subir o bajar.,Estructura con peldaños que comunica diferentes alturas.,Medio inclinado o vertical que permite salvar un desnivel paso a paso.,Convierte una gran altura en una serie de pequeños ascensos.,Diccionario de la lengua española,https://dle.rae.es/escalera
general-sostenible-escuela,escuela,,E,empieza,general,infantil|sostenible,1,Lugar donde los niños van a aprender.,Institución donde se enseña a estudiantes.,Comunidad educativa organizada en cursos aulas y actividades de aprendizaje.,Sus recreos separan momentos de estudio y encuentro entre compañeros.,Diccionario de la lengua española,https://dle.rae.es/escuela
general-sostenible-espada,espada,,E,empieza,general,infantil|sostenible,1,Arma larga con hoja y empuñadura.,Arma blanca formada por una hoja recta y un mango.,Instrumento histórico de combate que se usa para cortar o herir.,Los caballeros de los relatos la llevaban envainada al costado.,Diccionario de la lengua española,https://dle.rae.es/espada
general-sostenible-espantapajaros,espantapájaros,,E,empieza,general,infantil|sostenible,1,Muñeco puesto en el campo para alejar aves.,Figura con apariencia humana que protege los cultivos de los pájaros.,Objeto vestido con ropa vieja que simula la presencia de una persona entre plantas.,Permanece quieto bajo el sol mientras su sombrero vigila la cosecha.,Diccionario de la lengua española,https://dle.rae.es/espantapájaros
general-sostenible-esfera,esfera,,E,empieza,general,infantil|sostenible,1,Cuerpo redondo como una pelota.,Figura geométrica cuyos puntos están a igual distancia del centro.,Superficie curva cerrada que resulta de girar un círculo alrededor de su diámetro.,No tiene esquinas y rueda en cualquier dirección.,Diccionario de la lengua española,https://dle.rae.es/esfera
general-sostenible-estacion,estación,,E,empieza,general,infantil|sostenible,1,Lugar donde paran trenes o colectivos.,Sitio preparado para la llegada y salida de transportes.,Instalación con andenes o paradas donde pasajeros esperan un servicio.,Entre anuncios y horarios marca el comienzo o el final de muchos viajes.,Diccionario de la lengua española,https://dle.rae.es/estación
